 d-2	 d-1	 d0	 d+1	 d+2
1.004128650967922454e+02 1.004505953592441330e+02 1.005476000000098793e+02 1.006852008879400699e+02 2.322266893057886250e+02
1.004097882153887156e+02 1.004474887768087825e+02 1.005445000000097764e+02 1.006824173602581851e+02 2.323067894931161277e+02
1.004120080570147309e+02 1.004496572362865550e+02 1.005466000000098461e+02 1.006845562588120089e+02 2.323381949615269377e+02
1.004169633393561583e+02 1.004545845407335634e+02 1.005515000000100088e+02 1.006895749940939027e+02 2.323845773525869163e+02
1.004133215873254699e+02 1.004513811262411735e+02 1.005491000000099291e+02 1.006886156042330356e+02 2.325702145669894207e+02
1.004140280897773181e+02 1.004520695214429651e+02 1.005498000000099523e+02 1.006894629861030523e+02 2.326004710637087669e+02
1.004145035070617951e+02 1.004525147121434969e+02 1.005503000000099689e+02 1.006903723079678770e+02 2.326772900767638532e+02
1.004176888503663179e+02 1.004557190126006532e+02 1.005537000000100818e+02 1.006946412684144860e+02 2.328274643337227587e+02
1.004160428294469654e+02 1.004542519978148647e+02 1.005526000000100453e+02 1.006942680350150567e+02 2.329048902296996744e+02
1.004151808901230112e+02 1.004535058192478658e+02 1.005522000000100320e+02 1.006948402333557624e+02 2.330240427276928017e+02
1.004117328451205111e+02 1.004501157397969422e+02 1.005491000000099291e+02 1.006928349403821841e+02 2.331624889298640255e+02
1.004217897939088147e+02 1.004599506081707005e+02 1.005587000000102478e+02 1.007028269379364787e+02 2.332771872049682997e+02
1.004159262137911099e+02 1.004545446113391023e+02 1.005541000000100951e+02 1.006995323732842991e+02 2.333711060510111110e+02
1.004167580052856295e+02 1.004553615445856565e+02 1.005550000000101249e+02 1.007009531841454333e+02 2.334395542221565449e+02
1.004237066147398423e+02 1.004623353123896550e+02 1.005622000000103640e+02 1.007092492025823702e+02 2.335819896809988165e+02
1.004250082257079271e+02 1.004640848634882104e+02 1.005648000000104503e+02 1.007133096449287137e+02 2.336812907916568918e+02
1.004306340952734615e+02 1.004699240336288995e+02 1.005711000000106594e+02 1.007204455123695936e+02 2.337360487365095025e+02
1.004272379978167749e+02 1.004668584152420294e+02 1.005687000000105797e+02 1.007190747891156946e+02 2.337757731432834873e+02
1.004275789461309216e+02 1.004675616300983734e+02 1.005703000000106329e+02 1.007223700393427919e+02 2.338541601066813485e+02
1.004230741253093413e+02 1.004634781802328263e+02 1.005674000000105366e+02 1.007219347477550571e+02 2.339538305549108941e+02
1.004235974518012711e+02 1.004639561461682149e+02 1.005681000000105598e+02 1.007236810433595338e+02 2.340084443367003644e+02
1.004274885750844817e+02 1.004678184684694884e+02 1.005721000000106926e+02 1.007284104228006356e+02 2.340493895124355674e+02
1.004221293395174541e+02 1.004625965537087069e+02 1.005674000000105366e+02 1.007252796938057173e+02 2.341082323184976985e+02
1.004210966636162254e+02 1.004615178042837300e+02 1.005663000000105001e+02 1.007243799483165958e+02 2.341195296317700070e+02
1.004218516678617164e+02 1.004621947710888179e+02 1.005669000000105200e+02 1.007251378829884629e+02 2.341329868736268907e+02
1.004297392167248830e+02 1.004698080584705053e+02 1.005742000000107623e+02 1.007329185769898459e+02 2.341840600772311518e+02
1.004327830329468014e+02 1.004731315330695907e+02 1.005780000000108885e+02 1.007377606372594414e+02 2.342262425803752990e+02
1.004343768788396289e+02 1.004748344543010461e+02 1.005799000000109515e+02 1.007400098823846406e+02 2.342379023846597477e+02
1.004334040151102556e+02 1.004739954510560977e+02 1.005793000000109316e+02 1.007397817951697334e+02 2.342457113179574151e+02
1.004381851616801384e+02 1.004789936380489479e+02 1.005847000000111109e+02 1.007458194381016483e+02 2.342650358642482900e+02
1.004308617623098172e+02 1.004722402182653553e+02 1.005790000000109217e+02 1.007415549528655845e+02 2.342793413750917466e+02
1.004293412330277278e+02 1.004707597264290513e+02 1.005778000000108818e+02 1.007411270838485677e+02 2.342944032020483860e+02
1.004337237160433887e+02 1.004750831320291837e+02 1.005822000000110279e+02 1.007460409490569475e+02 2.343116316830184473e+02
1.004334774857809549e+02 1.004750385098430314e+02 1.005827000000110445e+02 1.007476851435089458e+02 2.343296915919958394e+02
1.004295912902138781e+02 1.004713261716000972e+02 1.005797000000109449e+02 1.007466120206087936e+02 2.343568246382152154e+02
1.004285652527649404e+02 1.004701267037655299e+02 1.005784000000109017e+02 1.007458475833874871e+02 2.343688422282876900e+02
1.004295633952087314e+02 1.004710322383049999e+02 1.005792000000109283e+02 1.007467693520434722e+02 2.343744057414356803e+02
1.004411135609220480e+02 1.004818838963712011e+02 1.005892000000112603e+02 1.007579672149439745e+02 2.344291891908530943e+02
1.004383883552380325e+02 1.004797797286107794e+02 1.005880000000112204e+02 1.007582326212197898e+02 2.344487910037714187e+02
1.004396836156771400e+02 1.004814376412508494e+02 1.005903000000112968e+02 1.007619118526693001e+02 2.344731878578562316e+02
1.004450168436848259e+02 1.004871283430018281e+02 1.005967000000115092e+02 1.007697849882476362e+02 2.345008103832832091e+02
1.004224081349773741e+02 1.004663519252537611e+02 1.005795000000109383e+02 1.007585401019825611e+02 2.345462502679353918e+02
1.004354266430818967e+02 1.004776709723913228e+02 1.005891000000112570e+02 1.007692295225442365e+02 2.345991294416510584e+02
1.004321772784478668e+02 1.004744285227319978e+02 1.005859000000111507e+02 1.007663999657759462e+02 2.346031071872427276e+02
1.004320892668520599e+02 1.004741383738161602e+02 1.005854000000111341e+02 1.007671167663836940e+02 2.346333971856202822e+02
1.004206783142666239e+02 1.004622370524943875e+02 1.005728000000107158e+02 1.007576908975099599e+02 2.347131010511798479e+02
1.004248540642421119e+02 1.004656717062007516e+02 1.005749000000107856e+02 1.007595562998847640e+02 2.347476818635904579e+02
1.004262391288653191e+02 1.004656192242623121e+02 1.005714000000106694e+02 1.007554290373239638e+02 2.348638288960910643e+02
1.004289924149327788e+02 1.004682750525102932e+02 1.005735000000107391e+02 1.007571048877408657e+02 2.348936205535746353e+02
1.004293277007317187e+02 1.004686367730569572e+02 1.005737000000107457e+02 1.007571396327254547e+02 2.349078653625433617e+02
1.004351671900581948e+02 1.004748002394547797e+02 1.005790000000109217e+02 1.007612274648222979e+02 2.350077276453684760e+02
1.004386950530800675e+02 1.004785951913671482e+02 1.005830000000110545e+02 1.007651964866338972e+02 2.350383286143648718e+02
1.004369347643802541e+02 1.004770406387397799e+02 1.005817000000110113e+02 1.007640193411721299e+02 2.350502820324314541e+02
1.004294803140289645e+02 1.004699928399795397e+02 1.005752000000107955e+02 1.007577381804702412e+02 2.350800280503199531e+02
1.004262287112342875e+02 1.004663376243933328e+02 1.005710000000106561e+02 1.007516200597470259e+02 2.352903288605338332e+02
1.004290084481711318e+02 1.004690188131870912e+02 1.005735000000107391e+02 1.007537456842270842e+02 2.353204565819097809e+02
1.004195126589377622e+02 1.004594889952833512e+02 1.005639000000104204e+02 1.007436530297506181e+02 2.353686449481098464e+02
1.004150265663896988e+02 1.004547323304899749e+02 1.005587000000102478e+02 1.007378587360176709e+02 2.353861122434500714e+02
1.004147353406117560e+02 1.004540307041673657e+02 1.005573000000102013e+02 1.007355849157459886e+02 2.354072857061402999e+02
1.004147783677563126e+02 1.004536033755281608e+02 1.005560000000101581e+02 1.007331334227236681e+02 2.354319801113314270e+02
1.004162742004498057e+02 1.004549061541504358e+02 1.005569000000101880e+02 1.007334543437466010e+02 2.354444952937443247e+02
1.004196708876559683e+02 1.004575560068711582e+02 1.005578000000102179e+02 1.007316269858316531e+02 2.354986107511750788e+02
1.004177435556191966e+02 1.004555854545008344e+02 1.005555000000101415e+02 1.007284807568461957e+02 2.355146889067445386e+02
1.004295310821901950e+02 1.004672069540118287e+02 1.005661000000104934e+02 1.007364347704820062e+02 2.355754778374123930e+02
1.004310865798105254e+02 1.004691219948766161e+02 1.005684000000105698e+02 1.007385215449315865e+02 2.355939115972663274e+02
1.004149654656679473e+02 1.004566682584921580e+02 1.005608000000103175e+02 1.007309030028484926e+02 2.357200809685978982e+02
1.004081734480789834e+02 1.004493182302074104e+02 1.005532000000100652e+02 1.007227476914133604e+02 2.357497090085479670e+02
1.004171145088315171e+02 1.004576916093181183e+02 1.005610000000103241e+02 1.007297668847001546e+02 2.357836432428555042e+02
1.004149737960007229e+02 1.004554772986640216e+02 1.005588000000102511e+02 1.007274606567611954e+02 2.357951929749310978e+02
1.004133036465373863e+02 1.004537267359026202e+02 1.005570000000101913e+02 1.007255518166240904e+02 2.358018341683009282e+02
1.004161674694787507e+02 1.004554782537531423e+02 1.005577000000102146e+02 1.007247481279438404e+02 2.358831594202566464e+02
1.004188001797783727e+02 1.004580327262717105e+02 1.005601000000102943e+02 1.007267531717128719e+02 2.359114443044289544e+02
1.004186832155964169e+02 1.004579277049735566e+02 1.005600000000102909e+02 1.007265954244134463e+02 2.359184182998361052e+02
1.004116341061436799e+02 1.004509217202876954e+02 1.005530000000100586e+02 1.007194385495911177e+02 2.359297393550430115e+02
1.004041267643184057e+02 1.004423664830290903e+02 1.005423000000097034e+02 1.007058832442729255e+02 2.359941989787274110e+02
1.004048261828695132e+02 1.004427773363094474e+02 1.005420000000096934e+02 1.007045038038437781e+02 2.360088929637510944e+02
1.004123679203779886e+02 1.004493242281361916e+02 1.005453000000098029e+02 1.007020449387871821e+02 2.360879414234700278e+02
1.004124912103646352e+02 1.004495317939210679e+02 1.005454000000098063e+02 1.007014637365819851e+02 2.360999186630931774e+02
1.004157378453935507e+02 1.004529992017170485e+02 1.005485000000099092e+02 1.007022600553377742e+02 2.361420221179089936e+02
1.004155790774591708e+02 1.004534411091798916e+02 1.005492000000099324e+02 1.007004226789493515e+02 2.361996646707979153e+02
1.004148161806629389e+02 1.004527625947561091e+02 1.005486000000099125e+02 1.006993255742866182e+02 2.362121370517356240e+02
1.004166971733512526e+02 1.004547004629013713e+02 1.005506000000099789e+02 1.007008190694412662e+02 2.362271856672703620e+02
1.004154096739407009e+02 1.004535645961785804e+02 1.005497000000099490e+02 1.006994047811222970e+02 2.362443525146229888e+02
1.004194926761107070e+02 1.004577201952058374e+02 1.005540000000100918e+02 1.007033613909727165e+02 2.362616338589637621e+02
1.004167683288376622e+02 1.004550385816486653e+02 1.005514000000100054e+02 1.007007592609474074e+02 2.362616001749204315e+02
1.004223159413789688e+02 1.004610612604313076e+02 1.005586000000102445e+02 1.007076192867626077e+02 2.363208361347478217e+02
1.004227542551470691e+02 1.004618155376886079e+02 1.005601000000102943e+02 1.007096387789088823e+02 2.363420043393466301e+02
1.004222873134472280e+02 1.004613919606122039e+02 1.005598000000102843e+02 1.007094637747923684e+02 2.363451582939858042e+02
1.004179021774649385e+02 1.004570523996127207e+02 1.005556000000101449e+02 1.007054221890207373e+02 2.363451128692709347e+02
1.004167416436011564e+02 1.004557999791062599e+02 1.005544000000101050e+02 1.007044060738747930e+02 2.363563582750292937e+02
1.004181081903061994e+02 1.004570661015824413e+02 1.005556000000101449e+02 1.007056551158466107e+02 2.363656206328857081e+02
1.004189255591436876e+02 1.004578667538277870e+02 1.005564000000101714e+02 1.007064983187001133e+02 2.363695521194494233e+02
1.004210167157732769e+02 1.004599422050648343e+02 1.005585000000102411e+02 1.007087292381976482e+02 2.363787618743676262e+02
1.004205216064104036e+02 1.004595103409688619e+02 1.005582000000102312e+02 1.007086489423435012e+02 2.363842304159338710e+02
1.004212948484360197e+02 1.004603456127477017e+02 1.005592000000102644e+02 1.007100458780609245e+02 2.363978545678155001e+02
1.004162745378321802e+02 1.004553964115355171e+02 1.005544000000101050e+02 1.007055424787456843e+02 2.364002441807530204e+02
1.004146162337665942e+02 1.004536821762665824e+02 1.005526000000100453e+02 1.007036956151114566e+02 2.363998818697512547e+02
1.004130644521953855e+02 1.004518469977227113e+02 1.005503000000099689e+02 1.007010463353737890e+02 2.364023112342791251e+02
1.004150607737676637e+02 1.004535321393552039e+02 1.005514000000100054e+02 1.007015802424026560e+02 2.364078160969370686e+02
1.004143543202602586e+02 1.004526996164266137e+02 1.005502000000099656e+02 1.006998942852048913e+02 2.364115453726443832e+02
1.004139613934456747e+02 1.004521229638749418e+02 1.005491000000099291e+02 1.006980104134637202e+02 2.364160175796125998e+02
1.004153036315787233e+02 1.004533571969848111e+02 1.005500000000099590e+02 1.006983248514738136e+02 2.364201052407748875e+02
1.004189900371459885e+02 1.004570178086764969e+02 1.005534000000100718e+02 1.007010509094006636e+02 2.364276590545059094e+02
1.004094699777630808e+02 1.004480002164580839e+02 1.005448000000097863e+02 1.006918622841351123e+02 2.364287681665870196e+02
1.004095730268761031e+02 1.004466668415779651e+02 1.005410000000096602e+02 1.006841865661114070e+02 2.364374602782499437e+02
1.004135635761331002e+02 1.004504249418500308e+02 1.005439000000097565e+02 1.006850513157805125e+02 2.364454107514616510e+02
1.004184152932176346e+02 1.004553538649296343e+02 1.005487000000099158e+02 1.006889862975655348e+02 2.364533172801521630e+02
1.004187433962062812e+02 1.004557206095755078e+02 1.005491000000099291e+02 1.006893134988064986e+02 2.364542405251768002e+02
1.004080492724733773e+02 1.004454274428632488e+02 1.005392000000096004e+02 1.006787956793783678e+02 2.364494169769418193e+02
1.004034961596240976e+02 1.004404155116589550e+02 1.005333000000094046e+02 1.006710056082302458e+02 2.364473765849773201e+02
1.004020622047138716e+02 1.004387933555454993e+02 1.005313000000093382e+02 1.006683165174356418e+02 2.364460733891368420e+02
1.004014228428249993e+02 1.004376701913645320e+02 1.005292000000092685e+02 1.006645119314297858e+02 2.364450588614128890e+02
1.004027754376435695e+02 1.004386057714652907e+02 1.005292000000092685e+02 1.006627811585177596e+02 2.364455918588331258e+02
1.004032170577768426e+02 1.004389039518771938e+02 1.005291000000092652e+02 1.006618117675598540e+02 2.364456424291410883e+02
1.004114450763905637e+02 1.004467071062883008e+02 1.005355000000094776e+02 1.006647740995178282e+02 2.364521648329707375e+02
1.004101311006072166e+02 1.004454660658389002e+02 1.005343000000094378e+02 1.006633440079257440e+02 2.364511439172871121e+02
1.004068478510145894e+02 1.004423241112331198e+02 1.005312000000093349e+02 1.006595999043427554e+02 2.364483184341941353e+02
1.004159758201629131e+02 1.004514646726016167e+02 1.005402000000096336e+02 1.006677657189937776e+02 2.364572408050631509e+02
1.004145427290669943e+02 1.004502567980834300e+02 1.005393000000096038e+02 1.006668417149637094e+02 2.364568495169326923e+02
1.004042536725001611e+02 1.004407635893203405e+02 1.005310000000093282e+02 1.006586304522960091e+02 2.364505500747682447e+02
1.004056397679237165e+02 1.004418500039367075e+02 1.005318000000093548e+02 1.006586269040738415e+02 2.364515503660672664e+02
1.003921716121070205e+02 1.004281043807211518e+02 1.005178000000088900e+02 1.006435627118066094e+02 2.364381016014320096e+02
1.003983593880060283e+02 1.004316655952399202e+02 1.005171000000088668e+02 1.006374846594734578e+02 2.364319151417763294e+02
1.004019561509865355e+02 1.004349745636889679e+02 1.005192000000089365e+02 1.006369725656772260e+02 2.364308208074535855e+02
1.004131059020289740e+02 1.004461001021039408e+02 1.005288000000092552e+02 1.006417835486017367e+02 2.364341072979048022e+02
1.004126715986134002e+02 1.004459730051600133e+02 1.005289000000092585e+02 1.006412142540509507e+02 2.364332297838455190e+02
1.004126785408963372e+02 1.004464093385917494e+02 1.005297000000092851e+02 1.006410617741943128e+02 2.364325577001228282e+02
1.003997128004030230e+02 1.004344909425530687e+02 1.005189000000089266e+02 1.006280110274756368e+02 2.364179711817080545e+02
1.004012206790211366e+02 1.004355298527700029e+02 1.005192000000089365e+02 1.006261362381865467e+02 2.364144111072954217e+02
1.004059230253456860e+02 1.004399594345047575e+02 1.005231000000090660e+02 1.006277814743364871e+02 2.364139417413427680e+02
1.004090251225671295e+02 1.004431621488821094e+02 1.005264000000091755e+02 1.006301203800440192e+02 2.364150224640021634e+02
1.004111924620873992e+02 1.004456823179288278e+02 1.005295000000092784e+02 1.006322063745443671e+02 2.364151661532213780e+02
1.004079004764489014e+02 1.004426789770576818e+02 1.005271000000091988e+02 1.006295317825205444e+02 2.364112532355083545e+02
1.004001787245834407e+02 1.004349299026378901e+02 1.005197000000089531e+02 1.006214065919594560e+02 2.364007574808557592e+02
1.004021465394683332e+02 1.004348326412368948e+02 1.005170000000088635e+02 1.006139200879226934e+02 2.363846813969693699e+02
1.004064497672954133e+02 1.004385094719690841e+02 1.005182000000089033e+02 1.006084229509704215e+02 2.363655516006141966e+02
1.004062292611499458e+02 1.004384381681757503e+02 1.005180000000088967e+02 1.006067860105915344e+02 2.363599858934292115e+02
1.004136586582477264e+02 1.004462527744785092e+02 1.005256000000091490e+02 1.006109180364670266e+02 2.363538708351990181e+02
1.004137594679247343e+02 1.004464923240401646e+02 1.005260000000091622e+02 1.006110694332305542e+02 2.363526816271819371e+02
1.004123656699143936e+02 1.004455896402622841e+02 1.005257000000091523e+02 1.006098736267714315e+02 2.363463265287599029e+02
1.004222107237299184e+02 1.004559019835222102e+02 1.005367000000095175e+02 1.006194446205706043e+02 2.363473013460589982e+02
1.004210260808646638e+02 1.004552524149742965e+02 1.005370000000095274e+02 1.006198792114945491e+02 2.363440573888041740e+02
1.004162264822894031e+02 1.004507130651631428e+02 1.005330000000093946e+02 1.006160333466579289e+02 2.363379772933046752e+02
1.004192952293726222e+02 1.004538865397049960e+02 1.005365000000095108e+02 1.006195767915283596e+02 2.363392827779711070e+02
1.004204178892853889e+02 1.004556505086294180e+02 1.005400000000096270e+02 1.006241720694879405e+02 2.363367303396797467e+02
1.004142995357809127e+02 1.004498558548353913e+02 1.005355000000094776e+02 1.006211832774152271e+02 2.363284727486191059e+02
1.004085247863919221e+02 1.004429191479596284e+02 1.005291000000092652e+02 1.006177515559996181e+02 2.363076754151364867e+02
1.004120774828902256e+02 1.004458610518241102e+02 1.005312000000093349e+02 1.006200787703899522e+02 2.363025368424477790e+02
1.004103925646662674e+02 1.004440056961508532e+02 1.005290000000092618e+02 1.006181212233800721e+02 2.362957021035118998e+02
1.004022993138441961e+02 1.004353821207811990e+02 1.005192000000089365e+02 1.006083619667312661e+02 2.362741951310466391e+02
1.004263754693184296e+02 1.004576789365829654e+02 1.005377000000095506e+02 1.006241931412841382e+02 2.362700264579055158e+02
1.004233123176727531e+02 1.004557693216229808e+02 1.005368000000095208e+02 1.006239556772302137e+02 2.362596282917095323e+02
1.004258901975567824e+02 1.004586053345120007e+02 1.005399000000096237e+02 1.006272550155482577e+02 2.362592954457044527e+02
1.004179764124581880e+02 1.004515376779779530e+02 1.005339000000094245e+02 1.006221505365165854e+02 2.362449784301974489e+02
1.004224319382683177e+02 1.004560949936402494e+02 1.005386000000095805e+02 1.006270031205154254e+02 2.362420924626312626e+02
1.004159146768490558e+02 1.004504617944374445e+02 1.005345000000094444e+02 1.006244152224569319e+02 2.362203381078712141e+02
1.004157596541803485e+02 1.004502179926381302e+02 1.005343000000094378e+02 1.006244314343859259e+02 2.362142413439415805e+02
1.004090719479634544e+02 1.004433823046869918e+02 1.005275000000092120e+02 1.006179180213221542e+02 2.361995489783903395e+02
1.004108271819992524e+02 1.004450224620042604e+02 1.005290000000092618e+02 1.006193383961309422e+02 2.361992137019890379e+02
1.004142395982295852e+02 1.004481536402303163e+02 1.005318000000093548e+02 1.006219855403762296e+02 2.361971275077523273e+02
1.004067253460381721e+02 1.004404036557433528e+02 1.005238000000090892e+02 1.006139947473727290e+02 2.361818353409777842e+02
1.003996854165872890e+02 1.004329566096228490e+02 1.005157000000088203e+02 1.006053585700644675e+02 2.361692178519410845e+02
1.003993425955708290e+02 1.004310587283878249e+02 1.005110000000086643e+02 1.005978765683800304e+02 2.361506492999480997e+02
1.004009163705608927e+02 1.004324412288465425e+02 1.005119000000086942e+02 1.005981233105568151e+02 2.361486637620816964e+02
1.003967656255720442e+02 1.004279655087636911e+02 1.005064000000085116e+02 1.005910383111710047e+02 2.361361740423728861e+02
1.003993714201543668e+02 1.004304394596426846e+02 1.005085000000085813e+02 1.005925419757891603e+02 2.361360435754186540e+02
1.003969470474913379e+02 1.004278279175184139e+02 1.005051000000084684e+02 1.005876157430402458e+02 2.361267462972313922e+02
1.003998209262076813e+02 1.004304646199245781e+02 1.005069000000085282e+02 1.005877510097815701e+02 2.361225436949021343e+02
1.003942050493692619e+02 1.004248090958436563e+02 1.005002000000083058e+02 1.005778555814029147e+02 2.361030899115937416e+02
1.003901721460195091e+02 1.004204549464532334e+02 1.004949000000081298e+02 1.005702824191186551e+02 2.360895465078141910e+02
1.003919677544457869e+02 1.004219972346617595e+02 1.004958000000081597e+02 1.005697536875970997e+02 2.360855881699529277e+02
1.003896360154551388e+02 1.004193229894196548e+02 1.004920000000080336e+02 1.005627427095003128e+02 2.360701692435386576e+02
1.003943828201407911e+02 1.004239572663922644e+02 1.004963000000081763e+02 1.005660812342190127e+02 2.360709935899743641e+02
1.003999736389907156e+02 1.004295691260872871e+02 1.005017000000083556e+02 1.005701204194332377e+02 2.360706718136279960e+02
1.003966095605459685e+02 1.004263892348024143e+02 1.004987000000082560e+02 1.005666079767766234e+02 2.360646118726509144e+02
1.003982240333609752e+02 1.004281908773658785e+02 1.005006000000083191e+02 1.005669848458496887e+02 2.360583936088463020e+02
1.004118902018019810e+02 1.004421712015191162e+02 1.005150000000087971e+02 1.005801026350474814e+02 2.360638310388520154e+02
1.004114769921435766e+02 1.004419838924462027e+02 1.005152000000088037e+02 1.005804753237583924e+02 2.360632081851618409e+02
1.004134431837259456e+02 1.004446019218859334e+02 1.005190000000089299e+02 1.005849454718060798e+02 2.360649329509291192e+02
1.004022906071743080e+02 1.004342251732247604e+02 1.005102000000086377e+02 1.005774512870952861e+02 2.360547630821919824e+02
1.004132988806107534e+02 1.004451409801205415e+02 1.005223000000090394e+02 1.005910831137146175e+02 2.360601590270125030e+02
1.004089014425789514e+02 1.004413018329903764e+02 1.005198000000089564e+02 1.005903708690824061e+02 2.360566482446339194e+02
1.004111758263752563e+02 1.004438236494717955e+02 1.005236000000090826e+02 1.005967632446912177e+02 2.360584615927670313e+02
1.004075035740768271e+02 1.004404468957578160e+02 1.005216000000090162e+02 1.005980626309908104e+02 2.360552716191218394e+02
1.004166123128535304e+02 1.004490928650604076e+02 1.005311000000093316e+02 1.006131062330237569e+02 2.360615933633565362e+02
1.004164060222364441e+02 1.004490668551349586e+02 1.005315000000093448e+02 1.006147438249880395e+02 2.360620972953603598e+02
1.004052413403879314e+02 1.004383133268782586e+02 1.005218000000090228e+02 1.006085881309551127e+02 2.360528988315513459e+02
1.004086632581435765e+02 1.004414756505561002e+02 1.005247000000091191e+02 1.006123429990027205e+02 2.360551787730970545e+02
1.004045186768779416e+02 1.004371248211611629e+02 1.005202000000089697e+02 1.006097338676117801e+02 2.360499893631834141e+02
1.004073518239427329e+02 1.004397062369792053e+02 1.005224000000090427e+02 1.006126790597062808e+02 2.360512983825530853e+02
1.004044247738519147e+02 1.004365318368742521e+02 1.005187000000089199e+02 1.006116023867616036e+02 2.360456167911312377e+02
1.003915507568092238e+02 1.004230387229768837e+02 1.005039000000084286e+02 1.005982911658861099e+02 2.360270837456940853e+02
1.003921113207436662e+02 1.004230094138991376e+02 1.005027000000083888e+02 1.005965570855630631e+02 2.360230894372996318e+02
1.003902785105002096e+02 1.004208781585716110e+02 1.004999000000082958e+02 1.005933192257092514e+02 2.360184571189523126e+02
1.003892535938487356e+02 1.004194666924571067e+02 1.004976000000082195e+02 1.005902700495859250e+02 2.360136376613046707e+02
1.003863180994732431e+02 1.004156622595715191e+02 1.004917000000080236e+02 1.005822143648800022e+02 2.360013642336045052e+02
1.003823153179698124e+02 1.004111265124087993e+02 1.004857000000078244e+02 1.005742904180027040e+02 2.359901102293558495e+02
1.003795174150120459e+02 1.004076638421271781e+02 1.004804000000076485e+02 1.005662665752315661e+02 2.359778179914612792e+02
1.003826085266156127e+02 1.004105753537007075e+02 1.004828000000077282e+02 1.005678149511189758e+02 2.359780898769515716e+02
1.003803763804317981e+02 1.004080567109262319e+02 1.004792000000076087e+02 1.005620508496824641e+02 2.359688656400354603e+02
1.003901931679169337e+02 1.004173394044045295e+02 1.004866000000078543e+02 1.005654097373287925e+02 2.359658863989019437e+02
1.003874561360972706e+02 1.004151772810379981e+02 1.004844000000077813e+02 1.005604787604059709e+02 2.359547593720191685e+02
1.003867141213612797e+02 1.004144904763590489e+02 1.004837000000077580e+02 1.005592772989490697e+02 2.359523148385069078e+02
1.003963148459520198e+02 1.004242279192617247e+02 1.004934000000080800e+02 1.005674438640518247e+02 2.359565587054588605e+02
1.004002420214282267e+02 1.004283906817008045e+02 1.004979000000082294e+02 1.005717883836415893e+02 2.359597038739811410e+02
1.003945656549558123e+02 1.004234662207737188e+02 1.004942000000081066e+02 1.005682838404402304e+02 2.359537336991329823e+02
1.003908215981727636e+02 1.004200396438685203e+02 1.004915000000080170e+02 1.005656352910968536e+02 2.359486486394959854e+02
1.003930087435354181e+02 1.004222923535398735e+02 1.004943000000081099e+02 1.005683426384485273e+02 2.359476863236412498e+02
1.003939343924242422e+02 1.004234601238867270e+02 1.004965000000081830e+02 1.005711017596267567e+02 2.359455790903708987e+02
1.003920968841397467e+02 1.004216870084783153e+02 1.004951000000081365e+02 1.005701040095195964e+02 2.359426382809076301e+02
1.003915722958541039e+02 1.004211452928992969e+02 1.004946000000081199e+02 1.005696903065346817e+02 2.359417117615333837e+02
1.003926044064251357e+02 1.004219320015196502e+02 1.004954000000081464e+02 1.005709279805425069e+02 2.359398495174488062e+02
1.003822200150973742e+02 1.004114613613652693e+02 1.004850000000078012e+02 1.005610586542321983e+02 2.359270523166104567e+02
1.003805896296886004e+02 1.004095678247898746e+02 1.004827000000077248e+02 1.005584838750731649e+02 2.359234219285214635e+02
1.003853698871363775e+02 1.004135780436745904e+02 1.004854000000078145e+02 1.005601185924661820e+02 2.359222015931065073e+02
1.003918624178549379e+02 1.004198833563736457e+02 1.004912000000080070e+02 1.005653642232594507e+02 2.359255160686883812e+02
1.003892042914086744e+02 1.004173371846924709e+02 1.004887000000079240e+02 1.005628184994127281e+02 2.359220215644632219e+02
1.003932497948660796e+02 1.004215001593784251e+02 1.004927000000080568e+02 1.005663628420754350e+02 2.359228033825220621e+02
1.003924223961486462e+02 1.004207842268769895e+02 1.004921000000080369e+02 1.005657827855554416e+02 2.359215806010978156e+02
1.003861760401277650e+02 1.004151345076120236e+02 1.004871000000078709e+02 1.005608271986875053e+02 2.359127454602958949e+02
1.003828383956331578e+02 1.004117294283213795e+02 1.004836000000077547e+02 1.005571808779015015e+02 2.359083554368745581e+02
1.003799992363082794e+02 1.004085894263817664e+02 1.004800000000076352e+02 1.005529988663246144e+02 2.359024102126366529e+02
1.003730124562216446e+02 1.003992964779869368e+02 1.004668000000071970e+02 1.005347796193805578e+02 2.358728586786653523e+02
1.003667501307540704e+02 1.003922184289304624e+02 1.004575000000068883e+02 1.005217451671252320e+02 2.358531266987264701e+02
1.003692867691003983e+02 1.003945476654864564e+02 1.004593000000069480e+02 1.005226420273647250e+02 2.358525555530005988e+02
1.003774916271460711e+02 1.004012529292542126e+02 1.004618000000070310e+02 1.005173961239659661e+02 2.358343175816615371e+02
1.003791695837206248e+02 1.004032001902456841e+02 1.004610000000070045e+02 1.005061480598188268e+02 2.358011906778438629e+02
1.003793446736373767e+02 1.004034945050904639e+02 1.004610000000070045e+02 1.005038055433245177e+02 2.357928651077967288e+02
1.003828885196853662e+02 1.004073253945109627e+02 1.004644000000071173e+02 1.005024474435415414e+02 2.357786034898370531e+02
1.003878964864081951e+02 1.004123941793377952e+02 1.004695000000072866e+02 1.005071148467116728e+02 2.357818235452822080e+02
1.003838557700300811e+02 1.004106093054101194e+02 1.004703000000073132e+02 1.005017213623303434e+02 2.357498422563540714e+02
1.003755537718731574e+02 1.004028782742500567e+02 1.004643000000071140e+02 1.004906985821977656e+02 2.357100239885103008e+02
