Ticker,Per,Date,Time,Last,Vol
US2.AAPL,0,20170301,09:30:00,137.890000000,100
US2.AAPL,0,20170301,09:30:00,137.880000000,100
US2.AAPL,0,20170301,09:30:00,137.890000000,100
US2.AAPL,0,20170301,09:30:00,137.940000000,100
US2.AAPL,0,20170301,09:30:01,137.940000000,100
US2.AAPL,0,20170301,09:30:02,137.940000000,100
US2.AAPL,0,20170301,09:30:02,137.980000000,100
US2.AAPL,0,20170301,09:30:05,137.990000000,100
US2.AAPL,0,20170301,09:30:05,137.990000000,100
US2.AAPL,0,20170301,09:30:07,138.000000000,100
US2.AAPL,0,20170301,09:30:07,138.000000000,331
US2.AAPL,0,20170301,09:30:07,138.000000000,260
US2.AAPL,0,20170301,09:30:08,138.000000000,100
US2.AAPL,0,20170301,09:30:09,138.000000000,487
US2.AAPL,0,20170301,09:30:09,138.000000000,100
US2.AAPL,0,20170301,09:30:09,137.980000000,200
US2.AAPL,0,20170301,09:30:09,137.980000000,200
US2.AAPL,0,20170301,09:30:09,137.980000000,100
US2.AAPL,0,20170301,09:30:09,137.970000000,100
US2.AAPL,0,20170301,09:30:10,138.000000000,100
US2.AAPL,0,20170301,09:30:12,138.000000000,100
US2.AAPL,0,20170301,09:30:12,138.000000000,200
US2.AAPL,0,20170301,09:30:12,138.000000000,223
US2.AAPL,0,20170301,09:30:13,137.960000000,200
US2.AAPL,0,20170301,09:30:13,137.960000000,200
US2.AAPL,0,20170301,09:30:13,137.960000000,100
US2.AAPL,0,20170301,09:30:14,137.960000000,100
US2.AAPL,0,20170301,09:30:14,137.960000000,100
US2.AAPL,0,20170301,09:30:14,137.960000000,100
US2.AAPL,0,20170301,09:30:14,137.940000000,100
US2.AAPL,0,20170301,09:30:14,137.930000000,100
US2.AAPL,0,20170301,09:30:14,137.970000000,100
US2.AAPL,0,20170301,09:30:14,137.970000000,100
US2.AAPL,0,20170301,09:30:16,137.940000000,100
US2.AAPL,0,20170301,09:30:17,137.970000000,100
US2.AAPL,0,20170301,09:30:17,137.970000000,100
US2.AAPL,0,20170301,09:30:18,138.000000000,800
US2.AAPL,0,20170301,09:30:19,138.000000000,100
US2.AAPL,0,20170301,09:30:19,138.000000000,100
US2.AAPL,0,20170301,09:30:19,138.000000000,400
US2.AAPL,0,20170301,09:30:20,137.980000000,100
US2.AAPL,0,20170301,09:30:20,137.970000000,100
US2.AAPL,0,20170301,09:30:20,137.970000000,100
US2.AAPL,0,20170301,09:30:20,137.960000000,100
US2.AAPL,0,20170301,09:30:20,137.960000000,200
US2.AAPL,0,20170301,09:30:20,138.000000000,100
US2.AAPL,0,20170301,09:30:21,138.000000000,400
US2.AAPL,0,20170301,09:30:21,137.970000000,100
US2.AAPL,0,20170301,09:30:25,137.960000000,700
US2.AAPL,0,20170301,09:30:25,137.960000000,100
US2.AAPL,0,20170301,09:30:25,137.960000000,100
US2.AAPL,0,20170301,09:30:25,137.960000000,185
US2.AAPL,0,20170301,09:30:25,137.960000000,100
US2.AAPL,0,20170301,09:30:26,137.965000000,100
US2.AAPL,0,20170301,09:30:26,137.970000000,100
US2.AAPL,0,20170301,09:30:26,137.970000000,200
US2.AAPL,0,20170301,09:30:27,137.980000000,100
US2.AAPL,0,20170301,09:30:27,137.980000000,231
US2.AAPL,0,20170301,09:30:27,137.990000000,100
US2.AAPL,0,20170301,09:30:31,137.970000000,100
US2.AAPL,0,20170301,09:30:31,137.970000000,100
