Date,Open,High,Low,Close,Adj Close,Volume
1980-12-12,0.513393,0.515625,0.513393,28.750000,0.423252,117258400
1980-12-15,0.488839,0.488839,0.486607,27.250000,0.401170,43971200
1980-12-16,0.453125,0.453125,0.450893,25.250000,0.371726,26432000
1980-12-17,0.462054,0.464286,0.462054,25.875000,0.380927,21610400
1980-12-18,0.475446,0.477679,0.475446,26.625000,0.391969,18362400
1980-12-19,0.504464,0.506696,0.504464,28.250000,0.415892,12157600
1980-12-22,0.529018,0.531250,0.529018,29.625000,0.436134,9340800
1980-12-23,0.551339,0.553571,0.551339,30.875000,0.454536,11737600
1980-12-24,0.580357,0.582589,0.580357,32.500000,0.478460,12000800
1980-12-26,0.633929,0.636161,0.633929,35.500000,0.522625,13893600
1980-12-29,0.642857,0.645089,0.642857,36.000000,0.529986,23290400
1980-12-30,0.629464,0.629464,0.627232,35.125000,0.517104,17220000
1980-12-31,0.611607,0.611607,0.609375,34.125000,0.502382,8937600
1981-01-02,0.616071,0.620536,0.616071,34.500000,0.507903,5415200
1981-01-05,0.604911,0.604911,0.602679,33.750000,0.496862,8932000
1981-01-06,0.578125,0.578125,0.575893,32.250000,0.474779,11289600
1981-01-07,0.553571,0.553571,0.551339,30.875000,0.454536,13921600
1981-01-08,0.542411,0.542411,0.540179,30.250002,0.445336,9956800
1981-01-09,0.569196,0.571429,0.569196,31.874998,0.469258,5376000
1981-01-12,0.569196,0.569196,0.564732,31.625000,0.465578,5924800
1981-01-13,0.546875,0.546875,0.544643,30.500000,0.449016,5762400
1981-01-14,0.546875,0.549107,0.546875,30.625000,0.450856,3572800
1981-01-15,0.558036,0.562500,0.558036,31.250000,0.460057,3516800
1981-01-16,0.555804,0.555804,0.553571,30.999998,0.456377,3348800
1981-01-19,0.587054,0.589286,0.587054,32.875000,0.483980,10393600
1981-01-20,0.571429,0.571429,0.569196,31.874998,0.469258,7520800
1981-01-21,0.580357,0.584821,0.580357,32.500000,0.478460,3976000
1981-01-22,0.587054,0.591518,0.587054,32.875000,0.483980,8887200
1981-01-23,0.587054,0.589286,0.584821,32.750000,0.482140,2805600
1981-01-26,0.578125,0.578125,0.575893,32.250000,0.474779,6160000
1981-01-27,0.575893,0.575893,0.571429,32.000000,0.471099,5924800
1981-01-28,0.555804,0.555804,0.553571,30.999998,0.456377,7039200
1981-01-29,0.535714,0.535714,0.533482,29.875000,0.439815,10976000
1981-01-30,0.508929,0.508929,0.504464,28.250000,0.415892,11547200
1981-02-02,0.477679,0.477679,0.475446,26.625000,0.391969,5941600
1981-02-03,0.493304,0.495536,0.493304,27.625000,0.406691,4788000
1981-02-04,0.511161,0.513393,0.511161,28.625000,0.421412,6966400
1981-02-05,0.511161,0.515625,0.511161,28.625000,0.421412,1982400
1981-02-06,0.513393,0.515625,0.513393,28.750000,0.423252,3466400
1981-02-09,0.491071,0.491071,0.486607,27.250000,0.401170,4188800
1981-02-10,0.486607,0.488839,0.486607,27.250000,0.401170,4586400
1981-02-11,0.473214,0.473214,0.470982,26.375000,0.388288,3460800
1981-02-12,0.468750,0.468750,0.466518,26.125000,0.384608,3640000
1981-02-13,0.459821,0.459821,0.455357,25.500000,0.375407,2788800
1981-02-17,0.466518,0.468750,0.466518,26.125000,0.384608,3068800
1981-02-18,0.486607,0.491071,0.486607,27.250000,0.401170,4810400
1981-02-19,0.459821,0.459821,0.457589,25.625000,0.377247,5577600
1981-02-20,0.435268,0.435268,0.433036,24.250000,0.357004,6092800
1981-02-23,0.439732,0.441964,0.439732,24.625000,0.362525,3528000
1981-02-24,0.428571,0.428571,0.424107,23.750000,0.349644,4244800
1981-02-25,0.450893,0.453125,0.450893,25.250000,0.371726,4872000
1981-02-26,0.457589,0.459821,0.457589,25.625000,0.377247,2710400
1981-02-27,0.473214,0.477679,0.473214,26.500000,0.390128,3690400
1981-03-02,0.475446,0.477679,0.475446,26.625000,0.391969,2940000
1981-03-03,0.470982,0.470982,0.468750,26.250000,0.386448,4043200
1981-03-04,0.466518,0.466518,0.464286,26.000000,0.382768,3427200
1981-03-05,0.464286,0.464286,0.462054,25.875000,0.380927,1344000
1981-03-06,0.462054,0.462054,0.457589,25.625000,0.377247,2900800
1981-03-09,0.424107,0.424107,0.421875,23.625000,0.347803,3830400
1981-03-10,0.404018,0.404018,0.401786,22.500000,0.331241,7095200
1981-03-11,0.390625,0.390625,0.386161,21.625000,0.318360,7464800
1981-03-12,0.401786,0.404018,0.401786,22.500000,0.331241,14812000
1981-03-13,0.399554,0.399554,0.397321,22.250000,0.327561,57825600
1981-03-16,0.412946,0.417411,0.412946,23.125000,0.340442,9307200
1981-03-17,0.433036,0.437500,0.433036,24.250000,0.357004,10936800
